Mouse_ID,POND_Mouse_ID,Study_Name,Is_Wildtype,Genotype,MGI_Genotype,Background,Mouse_Weight,Mouse_Age,Mouse_Sex,Scan_Type,Scan_Coil,Scan_Date,Isotropic_Voxel_Resolution,right_dentate_nucleus,left_thalamus,right_striatum,right_corpus_callosum,left_internal_capsule,left_striatum,left_fornix,right_globus_pallidus,right_Primary_auditory_cortex,right_Secondary_auditory_cortex_dorsal_area,right_Secondary_auditory_cortex_ventral_area,right_amygdala,right_basal_forebrain,right_fundus_of_striatum,right_lateral_ventricle,right_Claustrum,left_mammillary_bodies,right_Claustrum_dorsal_part,left_corpus_callosum,left_lateral_ventricle,right_Lateral_orbital_cortex,right_Primary_motor_cortex,right_Secondary_motor_cortex,right_Primary_somatosensory_cortex,right_internal_capsule,left_optic_tract,right_Primary_somatosensory_cortex_barrel_field,right_Primary_somatosensory_cortex_dysgranular_zone,right_fornix,right_Primary_somatosensory_cortex_forelimb_region,right_Primary_somatosensory_cortex_hindlimb_region,right_Primary_somatosensory_cortex_jaw_region,right_Primary_somatosensory_cortex_shoulder_region,right_Primary_somatosensory_cortex_trunk_region,right_Primary_somatosensory_cortex_upper_lip_region,right_Secondary_somatosensory_cortex,right_Primary_visual_cortex,right_Primary_visual_cortex_binocular_area,right_Primary_visual_cortex_monocular_area,right_Secondary_visual_cortex_lateral_area,left_globus_pallidus,right_Secondary_visual_cortex_mediolateral_area,right_Secondary_visual_cortex_mediomedial_area,left_hypothalamus,left_amygdala,left_basal_forebrain,left_fundus_of_striatum,left_nucleus_accumbens,right_Claustrum_ventral_part,left_stria_terminalis,right_Ventral_nucleus_of_the_endopiriform_claustrum,right_mammillary_bodies,right_Ventral_orbital_cortex,medulla,right_bed_nucleus_of_stria_terminalis,left_pontine_nucleus,pons,midbrain,left_dentate_nucleus,right_thalamus,left_Primary_auditory_cortex,left_Secondary_auditory_cortex_dorsal_area,left_Secondary_auditory_cortex_ventral_area,right_hypothalamus,left_Insular_region_not_subdivided,left_Primary_motor_cortex,left_Secondary_motor_cortex,left_Medial_orbital_cortex,left_Primary_somatosensory_cortex,left_Primary_somatosensory_cortex_barrel_field,left_Primary_somatosensory_cortex_dysgranular_zone,left_Primary_somatosensory_cortex_forelimb_region,left_Primary_somatosensory_cortex_hindlimb_region,left_Primary_somatosensory_cortex_jaw_region,left_Primary_somatosensory_cortex_shoulder_region,left_Primary_somatosensory_cortex_trunk_region,left_Primary_somatosensory_cortex_upper_lip_region,left_Secondary_somatosensory_cortex,left_Secondary_visual_cortex_lateral_area,left_Secondary_visual_cortex_mediolateral_area,left_Secondary_visual_cortex_mediomedial_area,left_CA10r,right_LMol,left_LMol,right_CA1Rad,left_CA1Rad,right_CA2Py,left_CA2Py,right_CA20r,left_CA20r,right_CA2Rad,left_CA2Rad,right_CA3Py_Inner,left_CA3Py_Inner,right_CA3Py_Outer,left_CA3Py_Outer,right_CA30r,left_CA30r,right_CA3Rad,left_CA3Rad,right_SLu,left_SLu,right_MoDG,left_MoDG,right_GrDG,left_GrDG,right_PoDG,left_PoDG,right_subiculum,left_subiculum,right_CA1Py,left_CA1Py,right_CA10r,right_Medial_amygdala,left_Medial_amygdala,Total_brain_volume
TT_Mat_15q_504,PND13_HSC_0011,PND13,MUT,15q11-13 (matDp/+),MatDp(7Herc2-Mkrn3)1Taku/+,C57BL/6J,(Empty),P098,M,T2 FSE 3D,12,02/01/2014,56,0.14,8.03,9.76,5.27,1.2,10.13,0.31,1.42,0.71,0.67,0.83,4.2,2.42,0.07,1.43,0.14,0.25,0.1,5.66,1.3,1.49,3.07,2.68,1.85,1.3,0.76,3.94,0.16,0.28,1.66,1.01,0.29,0.08,0.18,2.54,3.01,1.17,1.05,0.74,1.4,1.42,0.38,0.71,4.84,4.54,2.38,0.08,1.99,0.26,0.46,0.22,0.22,0.67,26.24,0.63,0.36,15.91,12.56,0.17,7.54,0.75,0.73,0.8,4.75,3.52,3.65,3.09,0.8,1.83,4.27,0.17,1.87,1.36,0.25,0.1,0.32,2.29,3.07,1.29,0.59,0.95,1.23,1.2,1.29,1.5,1.42,0.12,0.13,0.23,0.31,0.28,0.3,0.07,0.07,0.51,0.53,1.31,1.36,0.97,0.99,0.37,0.41,1.91,2.11,0.66,0.73,0.31,0.31,1.56,1.58,0.62,0.66,1,0.56,0.47,420.36
TT_Mat_15q_525,PND13_HSC_0013,PND13,MUT,15q11-13 (matDp/+),MatDp(7Herc2-Mkrn3)1Taku/+,C57BL/6J,(Empty),P098,M,T2 FSE 3D,9,30/12/2013,56,0.15,8.29,11.37,6.32,1.29,11.37,0.34,1.49,0.87,0.78,1.13,5.19,2.86,0.08,1.66,0.19,0.32,0.13,6.59,1.61,2.02,3.74,3.3,2.31,1.32,0.85,4.38,0.18,0.33,1.87,1.24,0.33,0.1,0.22,3,3.76,1.24,1.17,0.82,1.61,1.46,0.45,0.76,5.17,5.27,2.5,0.08,2.1,0.31,0.48,0.27,0.26,0.8,30.92,0.69,0.51,18.84,13.33,0.17,7.88,0.77,0.73,0.83,5.49,3.67,4.13,3.42,0.93,2.04,4.52,0.2,2.08,1.61,0.29,0.12,0.38,2.6,3.5,1.29,0.73,1.1,1.27,1.35,1.4,1.61,1.49,0.11,0.14,0.24,0.33,0.28,0.3,0.09,0.08,0.6,0.57,1.62,1.51,1.15,1.04,0.44,0.43,2.11,2.37,0.71,0.84,0.33,0.37,1.85,1.82,0.67,0.67,1.17,0.8,0.58,478.88
TT_Mat_15q_526,PND13_HSC_0014,PND13,MUT,15q11-13 (matDp/+),MatDp(7Herc2-Mkrn3)1Taku/+,C57BL/6J,(Empty),P098,M,T2 FSE 3D,14,27/12/2013,56,0.15,7.71,10.48,5.72,1.22,10.02,0.32,1.51,0.71,0.69,0.89,4.56,2.7,0.08,1.63,0.16,0.25,0.11,5.77,1.39,1.72,3.17,2.69,2.04,1.4,0.8,4.03,0.16,0.31,1.63,1.04,0.29,0.09,0.19,2.69,3.18,1.25,1.14,0.81,1.55,1.33,0.41,0.69,4.75,4.41,2.39,0.08,2.01,0.27,0.44,0.24,0.22,0.7,26.06,0.64,0.37,15.97,12.66,0.16,7.92,0.65,0.6,0.71,4.83,3.04,3.51,2.91,0.86,1.78,3.94,0.16,1.72,1.25,0.25,0.09,0.29,2.17,2.69,1.08,0.58,0.9,1.1,1.2,1.21,1.45,1.29,0.12,0.11,0.26,0.27,0.29,0.26,0.08,0.07,0.53,0.5,1.44,1.38,0.99,0.9,0.39,0.38,1.95,2.1,0.67,0.74,0.32,0.31,1.68,1.52,0.61,0.58,1.07,0.65,0.52,422.19
TT_Mat_15q_527,PND13_HSC_0015,PND13,MUT,15q11-13 (matDp/+),MatDp(7Herc2-Mkrn3)1Taku/+,C57BL/6J,(Empty),P098,M,T2 FSE 3D,9,02/01/2014,56,0.15,8,10.01,5.26,1.21,10.23,0.32,1.44,0.72,0.69,0.86,4.15,2.4,0.07,1.55,0.15,0.25,0.1,5.73,1.35,1.6,3.18,2.75,1.98,1.31,0.75,3.99,0.16,0.29,1.67,1.04,0.31,0.08,0.19,2.68,3.17,1.07,1.03,0.71,1.39,1.45,0.37,0.66,4.91,4.66,2.45,0.08,2.05,0.25,0.44,0.22,0.22,0.67,26.46,0.64,0.37,15.94,12.76,0.17,7.66,0.73,0.71,0.78,4.75,3.57,3.68,3.08,0.91,1.94,4.21,0.17,1.79,1.27,0.27,0.09,0.29,2.32,3.11,1.25,0.62,0.91,1.19,1.19,1.26,1.47,1.43,0.12,0.13,0.23,0.3,0.29,0.29,0.08,0.07,0.53,0.52,1.36,1.36,1.01,0.97,0.39,0.4,1.87,2.04,0.65,0.71,0.32,0.31,1.52,1.59,0.6,0.65,0.97,0.53,0.46,426.32
TT_15q_717,PND12_HSC_0001,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,11,30/06/2012,56,0.16,8.32,10.23,5.43,1.24,10.53,0.33,1.53,0.72,0.69,0.86,4.66,2.59,0.07,2.01,0.14,0.26,0.11,5.85,1.93,1.57,3.22,2.81,1.93,1.36,0.81,3.99,0.16,0.3,1.66,1.06,0.29,0.08,0.19,2.61,3.11,1.17,1.03,0.7,1.42,1.46,0.38,0.68,5.16,4.78,2.48,0.07,2.12,0.27,0.46,0.24,0.24,0.69,26.48,0.69,0.41,17.08,12.9,0.17,8.11,0.69,0.7,0.72,5.14,3.4,3.83,3.21,0.93,1.93,4.41,0.18,1.91,1.33,0.27,0.1,0.3,2.3,2.91,1.21,0.55,0.83,1.12,1.22,1.24,1.44,1.31,0.11,0.12,0.22,0.29,0.26,0.27,0.09,0.08,0.55,0.53,1.47,1.47,1.04,0.99,0.4,0.41,1.99,2.14,0.71,0.77,0.35,0.34,1.62,1.55,0.59,0.59,0.99,0.65,0.55,432.23
TT_15q_719,PND12_HSC_0003,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,13,30/06/2012,56,0.17,8.85,10.95,6.12,1.33,10.83,0.33,1.57,0.76,0.7,0.95,4.37,2.7,0.08,1.76,0.17,0.29,0.12,6.26,1.7,1.73,3.55,3.07,2.22,1.45,0.84,4.27,0.18,0.32,1.82,1.14,0.35,0.09,0.22,2.99,3.44,1.19,1.15,0.86,1.47,1.56,0.47,0.78,5.5,4.92,2.64,0.08,2.26,0.29,0.49,0.25,0.26,0.77,28.97,0.71,0.44,18.3,14.49,0.18,8.73,0.76,0.76,0.77,5.45,3.58,3.86,3.23,0.96,2.06,4.43,0.19,1.91,1.35,0.28,0.11,0.32,2.4,3.1,1.26,0.67,1,1.18,1.31,1.32,1.52,1.36,0.12,0.11,0.24,0.29,0.29,0.27,0.08,0.08,0.58,0.55,1.54,1.52,1.08,1,0.42,0.42,2.14,2.26,0.75,0.8,0.36,0.34,1.71,1.67,0.61,0.6,1.07,0.56,0.52,463.48
TT_15q_722,PND12_HSC_0005,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,16,30/06/2012,56,0.17,8.92,11.14,6.12,1.36,11.08,0.34,1.62,0.72,0.69,0.91,4.53,2.61,0.08,1.99,0.17,0.27,0.11,6.28,1.9,1.85,3.64,3.15,2.19,1.45,0.85,4.06,0.17,0.32,1.78,1.13,0.34,0.09,0.2,2.84,3.02,1.17,1.09,0.76,1.44,1.54,0.41,0.73,5.24,5.03,2.61,0.08,2.19,0.26,0.5,0.25,0.24,0.81,28.02,0.7,0.4,17.32,13.98,0.17,8.56,0.81,0.78,0.83,5.24,3.81,4.02,3.39,0.9,2.08,4.67,0.19,2.02,1.43,0.29,0.11,0.33,2.44,3.2,1.33,0.63,0.96,1.25,1.32,1.36,1.53,1.45,0.11,0.13,0.23,0.32,0.28,0.29,0.09,0.08,0.56,0.54,1.53,1.49,1.07,0.99,0.41,0.41,2.17,2.31,0.76,0.81,0.36,0.35,1.7,1.72,0.61,0.65,1.05,0.64,0.54,460.32
TT_15q_723,PND12_HSC_0006,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,7,01/07/2012,56,0.17,9.11,11.26,6.03,1.33,11.57,0.34,1.64,0.92,0.84,1.09,4.81,2.83,0.09,1.84,0.17,0.29,0.12,6.4,1.8,1.75,3.62,3.13,2.32,1.45,0.86,4.46,0.18,0.33,1.89,1.19,0.36,0.1,0.21,3.16,3.68,1.4,1.25,0.89,1.72,1.59,0.47,0.82,5.64,5.34,2.77,0.09,2.37,0.3,0.48,0.27,0.24,0.79,29.71,0.72,0.42,18.43,14.8,0.19,9.06,0.87,0.81,0.87,5.43,3.85,4.24,3.52,1.01,2.26,4.79,0.2,2.06,1.48,0.32,0.11,0.35,2.65,3.35,1.4,0.7,1.05,1.25,1.4,1.43,1.66,1.51,0.13,0.14,0.25,0.33,0.31,0.32,0.09,0.08,0.62,0.6,1.61,1.6,1.15,1.09,0.45,0.46,2.29,2.43,0.81,0.87,0.4,0.37,1.84,1.81,0.67,0.67,1.13,0.62,0.61,482.06
TT_15q_726,PND12_HSC_0009,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,12,30/06/2012,56,0.16,8.56,10.87,5.98,1.34,10.88,0.33,1.59,0.76,0.71,0.9,4.49,2.7,0.07,1.8,0.18,0.29,0.1,6.2,1.67,1.85,3.69,3.19,2.27,1.43,0.82,4.2,0.18,0.31,1.8,1.16,0.35,0.09,0.22,2.94,3.09,1.13,1.06,0.78,1.42,1.52,0.43,0.71,5.27,4.8,2.52,0.08,2.18,0.26,0.49,0.25,0.25,0.8,28.48,0.69,0.43,17.78,13.92,0.17,8.62,0.76,0.74,0.77,5.28,3.23,4.03,3.37,0.95,2.05,4.4,0.19,1.95,1.39,0.3,0.1,0.32,2.45,2.85,1.3,0.65,0.97,1.19,1.28,1.31,1.54,1.42,0.12,0.12,0.24,0.29,0.28,0.27,0.08,0.08,0.55,0.52,1.46,1.45,1.02,0.96,0.39,0.4,2.14,2.27,0.76,0.81,0.37,0.35,1.66,1.72,0.62,0.63,1.07,0.57,0.53,456.73
TT_15q_737,PND12_HSC_0013,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,12,01/07/2012,56,0.16,8.26,10.3,5.68,1.26,10.24,0.31,1.52,0.73,0.7,0.86,4.41,2.67,0.08,1.55,0.16,0.28,0.11,6.04,1.49,1.74,3.35,2.94,2.19,1.35,0.77,4.15,0.16,0.3,1.72,1.08,0.33,0.08,0.19,2.86,3.26,1.13,1.03,0.75,1.42,1.46,0.41,0.69,5.12,4.71,2.56,0.08,2.04,0.29,0.46,0.25,0.26,0.77,27.6,0.68,0.41,17.69,13.53,0.17,8.2,0.74,0.73,0.76,5.13,3.46,3.67,3.03,0.85,1.98,4.41,0.18,1.88,1.3,0.27,0.1,0.3,2.36,3.01,1.26,0.59,0.92,1.13,1.23,1.25,1.4,1.3,0.12,0.12,0.24,0.3,0.28,0.27,0.08,0.07,0.55,0.54,1.47,1.45,1.03,0.97,0.4,0.41,2.01,2.1,0.7,0.74,0.33,0.31,1.57,1.59,0.57,0.58,0.99,0.58,0.51,440.43
TT_15q_738,PND12_HSC_0014,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,9,01/07/2012,56,0.16,8.57,10.44,5.8,1.31,10.61,0.32,1.56,0.77,0.75,0.92,4.46,2.74,0.08,1.56,0.16,0.28,0.11,6.07,1.51,1.84,3.44,2.99,2.22,1.41,0.79,4.37,0.17,0.31,1.81,1.12,0.33,0.09,0.2,2.98,3.47,1.18,1.15,0.83,1.47,1.54,0.45,0.78,5.35,4.86,2.64,0.09,2.14,0.28,0.47,0.24,0.26,0.79,27.62,0.7,0.43,18.11,13.89,0.18,8.54,0.71,0.7,0.78,5.29,3.61,3.86,3.28,0.97,1.99,4.53,0.18,1.89,1.34,0.27,0.1,0.31,2.37,3.07,1.23,0.65,0.99,1.14,1.25,1.29,1.44,1.34,0.12,0.12,0.24,0.3,0.29,0.29,0.08,0.08,0.56,0.54,1.48,1.45,1.07,1.02,0.41,0.42,2.04,2.17,0.71,0.77,0.34,0.34,1.64,1.62,0.59,0.6,1.01,0.62,0.53,452.53
TT_15q_750,PND12_HSC_0017,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,8,30/06/2012,56,0.16,8.11,10.43,5.64,1.26,10.7,0.33,1.5,0.82,0.8,0.91,4.36,2.59,0.07,1.81,0.16,0.24,0.11,5.84,1.79,1.65,3.47,2.99,2.18,1.34,0.79,4.36,0.17,0.3,1.79,1.13,0.32,0.09,0.22,2.92,3.46,1.16,1.15,0.85,1.5,1.47,0.47,0.75,5.14,4.86,2.56,0.08,2.18,0.27,0.46,0.23,0.21,0.7,25.93,0.69,0.37,16.7,13.38,0.16,8.15,0.73,0.72,0.72,4.91,3.39,3.68,3.06,0.86,1.98,4.37,0.18,1.86,1.33,0.27,0.1,0.31,2.34,2.91,1.26,0.66,0.95,1.13,1.23,1.25,1.47,1.33,0.12,0.11,0.24,0.27,0.29,0.26,0.08,0.08,0.57,0.55,1.49,1.53,1.05,0.99,0.41,0.42,1.98,2.13,0.7,0.78,0.34,0.34,1.64,1.66,0.62,0.6,1.05,0.57,0.57,435.95
TT_15q_751,PND12_HSC_0018,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,9,30/06/2012,56,0.15,8.5,10.66,5.83,1.31,10.57,0.32,1.55,0.78,0.74,0.92,4.51,2.62,0.08,1.82,0.16,0.27,0.1,6,1.65,1.8,3.7,3.2,2.22,1.38,0.81,4.33,0.18,0.31,1.83,1.15,0.35,0.09,0.21,2.94,3.12,1.16,1.1,0.8,1.46,1.51,0.44,0.72,5.29,5,2.62,0.08,2.18,0.26,0.48,0.26,0.23,0.79,27.92,0.7,0.37,17.42,13.81,0.17,8.31,0.8,0.76,0.82,5.24,3.84,3.9,3.24,0.86,2.03,4.63,0.19,1.99,1.37,0.29,0.11,0.31,2.51,3.25,1.31,0.61,0.94,1.19,1.28,1.32,1.54,1.43,0.12,0.12,0.24,0.3,0.29,0.28,0.09,0.08,0.57,0.55,1.53,1.47,1.06,1.02,0.41,0.42,2.1,2.22,0.75,0.8,0.36,0.35,1.69,1.75,0.63,0.64,1.04,0.61,0.53,452.86
TT_15q_759,PND12_HSC_0019,PND12,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P070-077,M,T2 FSE 3D,2,01/07/2012,56,0.18,9.36,11.5,6.01,1.41,12.14,0.35,1.64,0.91,0.81,1.12,4.96,2.95,0.08,1.74,0.18,0.29,0.12,6.5,1.79,1.91,3.64,3.21,2.31,1.45,0.85,4.48,0.18,0.33,1.85,1.21,0.34,0.1,0.23,3.09,3.79,1.34,1.22,0.91,1.7,1.64,0.51,0.86,5.87,5.48,2.82,0.09,2.48,0.31,0.51,0.27,0.26,0.82,30.94,0.77,0.44,19.37,15.33,0.18,9.29,0.94,0.85,0.94,5.71,3.9,4.07,3.46,1.13,2.2,4.81,0.2,2.06,1.46,0.31,0.11,0.34,2.58,3.36,1.58,0.68,1.06,1.25,1.34,1.44,1.62,1.52,0.13,0.13,0.25,0.31,0.31,0.3,0.08,0.09,0.59,0.61,1.54,1.65,1.11,1.13,0.43,0.47,2.16,2.4,0.77,0.88,0.37,0.38,1.84,1.9,0.67,0.66,1.12,0.65,0.64,492.08
TT_Mat_15q_481,PND13_HSC_0002,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,6,30/12/2013,56,0.15,8.1,10.09,5.91,1.29,10.43,0.33,1.42,0.67,0.63,0.86,4.29,2.57,0.08,2.31,0.17,0.28,0.11,6.02,2.33,1.68,3.35,2.85,2,1.33,0.83,3.81,0.16,0.32,1.68,1.08,0.3,0.09,0.2,2.64,3.21,1.1,1,0.77,1.34,1.4,0.43,0.73,5.33,4.75,2.48,0.08,2.07,0.26,0.47,0.23,0.26,0.74,27.16,0.66,0.43,17.38,13.22,0.16,7.99,0.69,0.66,0.81,5.25,3.39,3.73,3.14,0.96,1.88,4.38,0.19,1.99,1.39,0.28,0.11,0.33,2.27,2.99,1.23,0.64,0.98,1.16,1.25,1.29,1.45,1.4,0.1,0.12,0.23,0.29,0.26,0.28,0.08,0.08,0.52,0.55,1.48,1.58,0.96,0.99,0.37,0.42,2.1,2.23,0.75,0.79,0.35,0.34,1.61,1.69,0.59,0.62,1.04,0.56,0.51,440.96
TT_Mat_15q_488,PND13_HSC_0005,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,5,27/12/2013,56,0.16,8.71,12.19,6.95,1.33,10.48,0.36,1.61,0.89,0.87,1.1,5.18,3.01,0.08,2.15,0.18,0.28,0.13,6.11,1.84,1.94,3.98,3.33,2.84,1.54,0.87,5.42,0.22,0.36,2.26,1.33,0.42,0.11,0.27,3.57,4.13,1.71,1.51,1.17,2.02,1.51,0.63,1.1,5.55,5.27,2.7,0.08,2.3,0.32,0.49,0.3,0.29,0.82,32.59,0.75,0.6,20.71,14.58,0.19,8.26,0.72,0.72,0.82,5.87,3.78,3.85,3.29,1.03,2.02,4.61,0.19,1.99,1.36,0.3,0.1,0.31,2.45,3.07,1.32,0.57,0.98,1.13,1.41,1.19,1.65,1.27,0.13,0.12,0.28,0.3,0.31,0.26,0.09,0.07,0.64,0.54,1.76,1.54,1.16,0.95,0.46,0.4,2.3,2.16,0.81,0.77,0.39,0.31,2.12,1.62,0.67,0.58,1.19,0.66,0.7,508.1
TT_Mat_15q_490,PND13_HSC_0007,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,7,27/12/2013,56,0.15,7.97,9.96,5.45,1.17,9.93,0.32,1.39,0.72,0.67,0.88,4.09,2.48,0.07,1.62,0.14,0.26,0.12,5.88,1.49,1.51,3.18,2.68,1.94,1.33,0.76,4.05,0.16,0.29,1.7,1.09,0.3,0.09,0.2,2.69,3.23,1.12,0.99,0.7,1.39,1.34,0.39,0.68,4.93,4.37,2.37,0.07,2.06,0.27,0.45,0.24,0.24,0.62,26.64,0.65,0.41,17.06,13.01,0.15,7.99,0.63,0.58,0.72,4.91,3.64,3.53,3.08,0.85,1.84,4,0.16,1.72,1.25,0.25,0.09,0.28,2.26,3.07,1.08,0.61,0.96,1.12,1.21,1.24,1.42,1.27,0.11,0.12,0.23,0.3,0.27,0.27,0.08,0.07,0.51,0.53,1.39,1.38,0.97,0.97,0.37,0.4,1.98,2.12,0.7,0.75,0.33,0.32,1.56,1.51,0.56,0.57,0.99,0.51,0.49,424.49
TT_Mat_15q_498,PND13_HSC_0009,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,9,27/12/2013,56,0.15,8.26,10.84,6.13,1.31,10.94,0.34,1.6,0.82,0.74,1.07,4.51,2.66,0.08,1.9,0.17,0.27,0.11,6.61,1.87,1.87,3.61,3.15,2.21,1.4,0.85,4.47,0.18,0.32,1.85,1.25,0.32,0.11,0.24,3.07,3.69,1.36,1.22,0.87,1.61,1.56,0.48,0.81,5.22,5.11,2.64,0.09,2.19,0.28,0.49,0.24,0.24,0.77,27.35,0.67,0.39,16.82,13.26,0.16,7.84,0.85,0.83,0.87,4.88,3.42,3.88,3.05,0.94,2.24,4.96,0.2,2.09,1.35,0.32,0.11,0.31,2.68,3.26,1.47,0.62,0.99,1.19,1.24,1.31,1.45,1.39,0.12,0.12,0.26,0.32,0.28,0.28,0.08,0.08,0.56,0.55,1.56,1.57,1.01,1,0.39,0.42,2.03,2.27,0.71,0.82,0.34,0.34,1.67,1.74,0.59,0.61,1.06,0.55,0.59,458.35
TT_Mat_15q_499,PND13_HSC_0010,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,14,02/01/2014,56,0.15,8.26,10.4,5.54,1.21,10.31,0.33,1.44,0.65,0.61,0.77,4.26,2.59,0.07,2.2,0.17,0.27,0.09,5.67,2.09,1.68,3.41,2.85,1.95,1.33,0.79,3.68,0.16,0.31,1.68,1.11,0.31,0.08,0.19,2.57,2.92,1.02,0.91,0.7,1.21,1.4,0.39,0.67,5.2,4.5,2.47,0.07,2.06,0.22,0.46,0.23,0.23,0.72,26.77,0.68,0.42,17,13.11,0.16,7.76,0.66,0.64,0.73,5.13,3.29,3.66,2.87,0.84,1.85,4.24,0.18,1.9,1.3,0.27,0.1,0.27,2.24,2.86,1.13,0.55,0.81,1.14,1.23,1.25,1.48,1.33,0.11,0.12,0.22,0.29,0.26,0.28,0.09,0.08,0.55,0.54,1.48,1.48,1.02,0.99,0.4,0.42,2.02,2.13,0.73,0.77,0.36,0.34,1.57,1.54,0.6,0.6,1,0.59,0.46,425.89
TT_Mat_15q_505,PND13_HSC_0012,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,8,02/01/2014,56,0.14,8.31,10.4,5.73,1.23,10.57,0.3,1.49,0.79,0.72,0.97,4.26,2.38,0.07,1.79,0.15,0.22,0.11,5.95,1.6,1.66,3.13,2.66,2.03,1.35,0.73,4.13,0.16,0.3,1.75,1.1,0.31,0.08,0.19,2.78,3.45,1.14,1.11,0.79,1.47,1.45,0.43,0.69,4.96,4.33,2.34,0.07,2.11,0.27,0.46,0.23,0.21,0.69,24.39,0.72,0.31,15.55,13.28,0.16,8.29,0.69,0.67,0.72,4.91,3.68,3.71,3,0.93,1.96,4.11,0.18,1.81,1.34,0.27,0.1,0.32,2.29,3,1.16,0.6,0.84,1.15,1.2,1.2,1.51,1.33,0.11,0.12,0.22,0.28,0.27,0.28,0.07,0.07,0.51,0.53,1.36,1.36,0.94,0.93,0.37,0.4,1.89,1.99,0.67,0.71,0.33,0.31,1.64,1.53,0.62,0.61,1.04,0.52,0.47,422.63
TT_Mat_15q_528,PND13_HSC_0016,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,6,02/01/2014,56,0.14,8.15,9.99,5.28,1.24,10.37,0.33,1.44,0.68,0.66,0.78,4.22,2.57,0.07,1.72,0.16,0.27,0.1,5.65,1.69,1.62,3.28,2.85,1.99,1.31,0.78,3.88,0.16,0.31,1.65,1.06,0.31,0.08,0.19,2.59,3.04,1.04,0.98,0.7,1.34,1.47,0.38,0.66,5.15,4.76,2.63,0.09,2.06,0.25,0.45,0.24,0.24,0.69,27.12,0.67,0.4,17.03,13.3,0.15,7.9,0.68,0.64,0.74,5.04,3.51,3.6,2.96,0.83,1.9,4.22,0.17,1.81,1.28,0.27,0.1,0.29,2.33,2.93,1.14,0.58,0.86,1.13,1.22,1.25,1.46,1.37,0.12,0.12,0.23,0.29,0.28,0.28,0.08,0.08,0.54,0.55,1.43,1.45,1.03,1.01,0.4,0.42,1.99,2.15,0.69,0.76,0.34,0.33,1.49,1.58,0.61,0.63,0.99,0.59,0.53,431.72
TT_Mat_15q_529,PND13_HSC_0017,PND13,WT,15q11-13 (+/+),(Empty),C57BL/6J,(Empty),P098,M,T2 FSE 3D,5,02/01/2014,56,0.17,8.65,10.66,5.46,1.25,10.72,0.33,1.53,0.75,0.71,0.96,4.75,2.75,0.07,1.63,0.16,0.27,0.12,5.74,1.54,1.69,3.26,2.82,2.06,1.36,0.8,4.07,0.16,0.31,1.69,1.06,0.32,0.08,0.19,2.85,3.58,1.09,1.04,0.73,1.46,1.49,0.38,0.66,5.57,5.02,2.7,0.08,2.27,0.29,0.44,0.26,0.23,0.72,29.43,0.74,0.36,17.86,14.37,0.17,8.48,0.72,0.7,0.78,5.49,3.57,3.61,3.03,0.93,1.88,4.29,0.17,1.79,1.27,0.26,0.1,0.3,2.34,3.06,1.28,0.59,0.87,1.16,1.3,1.31,1.6,1.44,0.13,0.12,0.25,0.29,0.3,0.29,0.08,0.08,0.55,0.55,1.44,1.46,1.04,1.03,0.4,0.42,2.05,2.22,0.73,0.8,0.36,0.34,1.71,1.67,0.65,0.65,1.06,0.59,0.56,452.13